word,age_of_acquisition,frequency_per_million
motor,7.42,13.1569
musical,7.28,13.1569
sire,10.12,13.1569
whip,7,13.1569
missile,7.22,13.1373
parent,4.22,13.1373
monitor,9.68,13.1176
recent,8.13,13.1176
useful,6.39,13.1176
organization,9.16,13.098
backwards,5.97661,13.0784
stroke,9.24,13.0784
engagement,8.89,13.0588
prevent,8.6,13.0588
goose,5.15,13.0392
rap,9.14,13.0392
temporary,8.84,13.0392
limit,6.3,13.0196
appeal,10.21,13
blade,6.72,13
despite,9.10976,13
drawer,5.37,13
propose,9,13
superior,9.84,13
blanket,3.61,12.9804
eleven,5.78478,12.9804
identity,9.45,12.9804
maintain,9.94,12.9608
cigar,7.67,12.9412
delighted,8.11,12.9412
mob,9.67,12.9412
sack,5.83,12.9216
clerk,6.74,12.902
activity,6.47,12.8824
appropriate,9.16,12.8824
award,7.5,12.8824
lamp,4,12.8824
parade,6.53,12.8824
profile,9,12.8824
resist,9.28,12.8824
scout,6.94,12.8824
comment,8.84,12.8235
dive,7.21,12.8235
hatch,7,12.8235
minor,9.11,12.8235
environment,9.85,12.7843
fighter,6.89,12.7843
medication,7.53,12.7843
beloved,9.94,12.7647
expression,6.94,12.7647
manners,5.89135,12.7647
chamber,9.3,12.7451
hawk,6.74391,12.7451
swallow,5.17,12.7255
task,7.89,12.7255
capital,8.1,12.7059
chin,4.22,12.6863
lobby,7.71,12.6863
toe,3,12.6863
tub,3.95,12.6863
empire,8.44,12.6667
string,4.94,12.6667
description,8.8,12.6471
nap,2.53,12.6471
production,9.21,12.6471
pump,6.06,12.6471
con,9.64,12.6275
inform,8.79,12.6275
beard,4.84,12.6078
twist,6.46,12.6078
bid,9.84,12.5882
pole,5.63,12.5882
typical,8.62,12.5882
remarkable,9.72,12.5686
bingo,6.95,12.549
complain,7.28,12.549
entertainment,7.39,12.549
ex,8.74,12.549
soccer,5.89,12.549
insult,8.63,12.5294
apply,9.21,12.5098
catholic,7.84,12.4706
hammer,5.42,12.4706
producer,10.89,12.4706
slap,4.67,12.4706
neat,5.43,12.451
rehearsal,7.79,12.451
breasts,8.02763,12.4314
railroad,6.06,12.4314
rear,6.89,12.4314
academy,9.05,12.4118
battery,5.58,12.4118
editor,10.11,12.4118
diner,6.83,12.3922
sailor,6.44,12.3922
toss,4.11,12.3922
inch,5.11,12.3725
tire,6.16,12.3725
bump,4.35,12.3529
invisible,7.06,12.3529
lawn,5.45,12.3529
peanut,5,12.3529
fond,9.21,12.3333
phase,9.4,12.3333
purple,3.6,12.3333
revolution,10,12.3333
excitement,7.2,12.3137
goods,7.43662,12.3137
item,5.68,12.3137
thus,9.19502,12.3137
episode,7.83,12.2941
pan,4.72,12.2941
thirsty,3.89,12.2941
coma,10.83,12.2745
cruise,9.33,12.2745
tend,9.79,12.2745
critical,8.39,12.2549
development,8.63,12.2549
spike,7.58,12.2549
tragic,8.37,12.2353
graduate,7.56,12.2157
handy,7.35,12.2157
advise,8.89,12.1961
signature,8.83,12.1961
suggestion,9.89,12.1961
accent,8.6,12.1765
hollow,7.44,12.1765
labor,8.28,12.1765
robot,5.35,12.1765
scientist,6.89,12.1765
behalf,9.19502,12.1569
entry,7,12.1569
discussion,7.4,12.1373
generation,9.52,12.1373
helpful,5.44,12.1373
permanent,7.75,12.1373
servant,7.89,12.1373
brass,9.05,12.1176
kidnapping,8.42,12.098
permit,9.47,12.098
widow,9,12.098
dull,8.05,12.0784
upper,7.56,12.0784
dime,5.74,12.0588
crawl,3.89,12.0392
discover,7.61,12.0392
vault,9.16,12.0392
foster,9.01385,12.0196
hail,7.9,12.0196
lemon,4.74,12.0196
underground,7.37,12.0196
bargain,8.72,12
clay,5.32,12
loyal,9.11,12
tale,6.32,12
combination,8.42,11.9804
log,6.74,11.9608
tattoo,7.79,11.9608
link,9.94,11.9412
jazz,8.5,11.9216
needle,5.32,11.9216
buffalo,6.70128,11.902
ruby,6.82917,11.902
chef,8.3,11.8824
bacon,5,11.8627
chairman,10.84,11.8627
slim,7.26,11.8627
chapter,6.42,11.8431
farmer,4.74,11.8431
rocket,5.63,11.8431
sunshine,4.58,11.8431
unfortunate,9.11,11.8431
frog,4.32,11.8235
pill,6.06,11.8235
thumb,4.42,11.8235
comedy,8.11,11.8039
hart,9.6213,11.7647
weed,6.79,11.7647
cloud,3.63,11.7451
dining,6.8,11.7255
policeman,4.44,11.7255
undercover,9.68,11.7255
mount,8.53,11.7059
boo,3.78126,11.6863
chopper,8.21,11.6863
engineer,9.89,11.6863
individual,7.7,11.6863
industry,10.44,11.6863
picnic,5.53,11.6863
reckon,8.84,11.6863
lend,8.45,11.6667
loyalty,8.78,11.6667
shelter,9.21,11.6667
splendid,7.22,11.6667
carpet,6.05,11.6471
divine,10.16,11.6471
management,10.05,11.6471
beneath,5.66755,11.6275
spoil,6.3,11.6275
sheet,5.33,11.6078
southern,7.56,11.6078
appearance,8.83,11.5882
ham,4.1,11.5882
lazy,6.39,11.5882
plot,8.65,11.5882
employee,7.84,11.5686
medal,6.83,11.5686
hockey,5.44,11.5294
manner,6.83,11.5294
waitress,7.22,11.5294
destruction,7.62,11.5098
ford,8.09735,11.5098
eagle,5.83,11.4902
visual,9.11,11.4902
active,6.53,11.451
discovery,7.84,11.451
dish,4.89,11.451
electricity,6.6,11.451
puppy,3.28,11.451
perfume,7.06,11.4314
unconscious,9.45,11.4314
temper,6.22,11.4118
pillow,3.47,11.3922
roommate,9.21,11.3922
talented,8.25,11.3922
approve,7.89,11.3725
defeat,8.74,11.3725
elephant,4.8,11.3725
scientific,8.74,11.3725
alike,6.11515,11.3529
chemical,9.5,11.3529
photograph,6.68,11.3529
trailer,6.37,11.3529
heal,7.47,11.3333
absolute,8.53,11.3137
practical,10,11.3137
rage,8.79,11.3137
serial,10.42,11.3137
shrink,7.06,11.3137
applause,6.2,11.2941
potato,4.84,11.2941
slightly,8.11932,11.2941
halt,8.11,11.2745
announcer,6.85,11.2549
turner,9.56801,11.2549
whale,5.47,11.2549
creep,8,11.2353
peaceful,7.22,11.2353
warden,11,11.2353
dentist,5.22,11.1961
gig,10.56,11.1961
immediate,8.76,11.1961
straighten,7.63,11.1961
transport,10.38,11.1961
affect,9.6,11.1373
billion,8.37,11.1373
bitter,8.81,11.1373
boot,3.89,11.1373
creepy,7.44,11.1373
helpless,8.32,11.1373
include,6.47,11.1373
reception,9.17,11.1373
annoying,6.52,11.1176
luggage,7.63,11.1176
conduct,8.58,11.098
disturb,8.22,11.098
nest,5.11,11.098
function,9.1,11.0784
massage,10.9,11.0784
wisdom,9.61,11.0784
boarding,9,11.0588
jewelry,6.67,11.0588
produce,7.75,11.0588
delay,8.78,11.0196
harbor,8.28,11.0196
psycho,8.22,11.0196
limited,7.38333,11
register,8.63,11
election,9.17,10.9804
reverse,6.89,10.9804
shed,7.33,10.9804
column,7.56,10.9608
fetch,6.61,10.9608
intention,9.42,10.9608
lick,4.3,10.9608
ouch,2.41717,10.9608
profit,8.56,10.9608
assistance,8.84,10.9412
booze,10.42,10.9412
extreme,9.47,10.9412
heather,9.97298,10.9412
worker,6.67,10.9412
airplane,3.94,10.9216
bra,8.21,10.9216
lame,9.21,10.9216
rhythm,7.16,10.902
cocktail,9.53,10.8824
everyday,5.05,10.8824
stubborn,7.17,10.8627
clothing,4.22,10.8431
pumpkin,4.78,10.8431
comic,7,10.8235
grief,8.39,10.8235
deposit,8.65,10.8039
dignity,9.58,10.8039
sixth,5.3585,10.8039
commitment,9.33,10.7843
instant,7.05,10.7843
passenger,6.65,10.7647
creative,8.74,10.7451
holly,7.32,10.7451
lip,3.79,10.7451
salary,10.11,10.7451
tool,5.37,10.7451
banana,3.78,10.7255
eternal,8.26,10.7255
rod,7.42,10.7255
tissue,4.76,10.7255
campus,10.84,10.7059
pope,8.83,10.7059
subway,7.68,10.7059
bowling,7,10.6863
confident,9.58,10.6471
homeless,7.45,10.6471
barrel,7.72,10.6275
lamb,4.15,10.6275
privilege,9.24,10.6275
require,8.67,10.6275
wizard,6.26,10.6275
fund,9.56,10.6078
capture,6.39,10.5882
drown,7,10.5882
fleet,10.74,10.5882
multiple,7.79,10.5882
statue,7.55,10.5882
traitor,9.44,10.5882
forty,6.53077,10.5686
payment,8.67,10.549
adorable,6.94,10.5294
goat,5.21,10.5294
measure,7.53,10.5294
pork,5.63,10.5294
collar,6.56,10.5098
effective,10.83,10.5098
mars,7.54319,10.4902
lecture,9.5,10.4706
publicity,10.9,10.4706
roman,9.52,10.4706
root,5.94,10.4706
blond,6.72,10.451
dice,6.37,10.451
salesman,8.29,10.4314
twin,6.06,10.4314
nanny,6.67,10.4118
paperwork,7.53,10.4118
plug,6.05,10.4118
rug,4.61,10.4118
rumor,9.56,10.4118
lean,7.17,10.3725
narrator,6.72,10.3725
bee,5,10.3529
communication,8.47,10.3529
coop,8.24655,10.3529
cooperate,8.28,10.3529
worthy,10.28,10.3333
wrist,5.94,10.3333
enormous,6.53,10.3137
misery,9.22,10.3137
obsessed,9.28,10.3137
sunset,6.06,10.3137
announcement,7.75,10.2941
curtain,4.95,10.2941
jeep,6.32,10.2745
locate,7.95,10.2745
abuse,8.61,10.2549
ballet,7.21,10.2549
blues,9.81,10.2549
compliment,7.11,10.2549
naughty,4.9,10.2549
stiff,8.16,10.2549
sum,7.1,10.2549
unable,7.78,10.2549
album,6.72,10.2353
burger,5.17,10.2353
random,9.33,10.2353
tense,9.35,10.2353
corporate,10.84,10.2157
happily,5.56098,10.2157
august,5.64624,10.1961
gunshot,6.78,10.1961
impress,10.17,10.1961
injury,7.56,10.1961
intense,9.67,10.1961
brick,6.43,10.1765
priority,10.95,10.1765
raw,7.17,10.1765
slight,10.33,10.1765
structure,9.45,10.1765
complaint,7.84,10.1569
fried,7.47,10.1569
leak,5.47,10.1373
warrior,8.25,10.1176
worm,3.89,10.1176
bleed,4.28,10.098
corpse,10,10.098
document,9.86,10.098
dynamite,7.11,10.098
glove,4.3,10.098
sober,10.84,10.098
spider,3.43,10.098
survival,8.47,10.098
branch,5.11,10.0784
budget,10.05,10.0588
envelope,6.25,10.0588
novel,9.5,10.0588
pistol,7.28,10.0588
fraud,10.11,10.0392
shotgun,7.53,10.0392
bucket,5.61,10.0196
overnight,5.06322,10.0196
application,9.39,10
warehouse,8.58,9.98039
acid,9.6,9.96078
butler,7.5,9.96078
massive,9.11,9.96078
menu,5.89,9.96078
skirt,5.67,9.96078
stare,7.61,9.96078
inner,7.94,9.94118
constant,9.84,9.92157
counselor,9.33,9.92157
festival,8.39,9.90196
scum,9.83,9.90196
celebration,7.05,9.88235
deadly,6.11,9.88235
depend,8.5,9.88235
examine,8.85,9.88235
ashes,7.06362,9.86275
pencil,4.06,9.86275
bounce,6.17,9.84314
confusing,6.95,9.84314
fridge,4.67,9.84314
internal,10.39,9.84314
unfair,5.61,9.84314
burden,9.11,9.82353
core,7.63,9.82353
heroin,10.88,9.82353
shining,7,9.82353
championship,9.37,9.80392
dummy,5.17,9.80392
graduation,7.28,9.80392
humble,8.89,9.80392
mummy,5.47,9.80392
dramatic,8.72,9.78431
explode,7,9.78431
observe,9.53,9.78431
retire,10.5,9.78431
roast,8.5,9.78431
shooter,8,9.78431
silk,7.39,9.78431
announce,9.48,9.76471
bartender,8.9,9.76471
ransom,9.83,9.76471
coin,4.17,9.7451
dock,8.22,9.7451
execution,9.05,9.7451
gut,7.17,9.7451
necklace,5,9.7451
seventh,6.95705,9.7451
bait,7.11,9.72549
bald,7.26,9.72549
absurd,10.5,9.70588
blank,6.05,9.70588
blessing,7.63,9.70588
humanity,9.28,9.70588
fee,8.56,9.68627
filling,6.81851,9.68627
grip,6.7,9.68627
kidney,9.33,9.68627
ape,5.89,9.66667
atmosphere,9.79,9.66667
bench,4.21,9.66667
polish,8.06,9.66667
punish,6.68,9.66667
connect,7.58,9.64706
spray,5.8,9.64706
aliens,8.57773,9.62745
porch,5.4,9.62745
develop,7.28,9.60784
daylight,4.94,9.56863
mortal,9.84,9.56863
pace,8.21,9.56863
quote,8.44,9.56863
terrified,8.49623,9.56863
envy,8.37,9.54902
hallway,5.38,9.54902
interfere,10.44,9.52941
mill,8.17,9.52941
niece,7,9.52941
delicate,8.2,9.5098
scale,8.85,9.5098
smack,5.94,9.5098
sweep,4.2,9.5098
therapist,10.89,9.5098
previous,8.44,9.4902
retreat,10.53,9.4902
awhile,7.11691,9.47059
cent,6,9.47059
chart,7.59,9.47059
helmet,5.71,9.47059
investigate,9,9.47059
aircraft,7.61,9.45098
arrangement,9.89,9.45098
farewell,8.43,9.45098
fog,6.21,9.45098
praise,7.95,9.45098
strategy,8.5,9.45098
succeed,8.16,9.45098
impact,9.95,9.41176
scan,9.6,9.41176
severe,9.05,9.41176
shorts,3.95,9.41176
chaos,10.05,9.39216
civilian,9.76,9.39216
maniac,8.8,9.39216
triple,6.78,9.39216
cellar,8.94,9.37255
flush,5.17,9.37255
independent,9.28,9.35294
vessel,9.94,9.35294
alternative,10.11,9.33333
height,5.42,9.33333
motherfucking,9.58,9.33333
reveal,9.47,9.33333
deed,9.72,9.31373
volunteer,6.89,9.31373
debate,9.56,9.29412
glorious,8.21,9.29412
amber,9.28,9.27451
error,6.21,9.27451
faint,7.53,9.27451
worthless,9.33,9.27451
ladder,4.39937,9.2549
telegram,10.78,9.23529
arts,5.96595,9.21569
poet,8.61,9.21569
web,5.37,9.21569
amusing,8.44,9.19608
ash,6.62668,9.19608
bonus,8.17,9.19608
delightful,9.72,9.19608
hint,5.95,9.19608
stunt,8.74,9.19608
horror,7.58,9.17647
betray,9.39,9.13725
holidays,5.00682,9.13725
snack,2.78,9.13725
conclusion,9.44,9.11765
faithful,8.42,9.11765
photographer,7.74,9.11765
popcorn,4.17,9.11765
magical,5.95,9.09804
penalty,8.89,9.09804
phrase,8.44,9.09804
population,8.11,9.09804
recovery,8.05,9.09804
reed,8.7794,9.09804
tournament,7.83,9.09804
dale,10.3353,9.07843
disturbing,8.63,9.07843
outer,7.32,9.07843
chew,4.05,9.05882
discipline,7.7,9.05882
cart,6.16,9.03922
coffin,7.79,9.03922
flame,6.25,9.03922
perimeter,9.63,9.03922
profession,9.58,9.03922
wax,6,9.03922
kindness,6.26,9.01961
ultimate,10.37,9.01961
cargo,9.48,9
terror,8.79,9
associate,10.83,8.98039
certificate,8.42,8.98039
diary,7.72,8.98039
sock,2.94,8.98039
swamp,7.95,8.98039
breast,6.6,8.96078
broadcast,9.3,8.96078
lighter,7.11691,8.96078
stall,7.75,8.96078
appetite,8.83,8.94118
barbecue,7.83,8.94118
crowded,7.63,8.94118
fluid,7.94,8.94118
gamble,9.05,8.94118
hopeless,8.2,8.94118
hostile,9.9,8.94118
obey,5.44,8.94118
various,9.58,8.94118
motorcycle,5.05,8.92157
whack,6.16,8.92157
auction,10.67,8.90196
contrary,10.28,8.90196
creek,5.89,8.90196
weakness,8.44,8.90196
journal,8.5,8.88235
oven,5.67,8.88235
spiritual,8.7,8.88235
tender,7.11,8.88235
dial,6.68,8.86275
storage,7.56,8.86275
advanced,9.05,8.84314
embarrass,6.11,8.82353
fork,3.63,8.82353
repair,7.81,8.82353
reunion,10.05,8.82353
lipstick,5.42,8.80392
pepper,5.47,8.80392
cough,4.32,8.78431
protest,9.11,8.78431
unexpected,10.17,8.78431
goddess,8.37,8.76471
hurricane,7.35,8.76471
mankind,8.89,8.76471
november,5.67443,8.76471
stab,6.4,8.76471
supreme,8.47,8.76471
almighty,8.47,8.7451
infection,8.05,8.7451
visitor,6.37,8.7451
wrestling,6.89,8.7451
beam,8.78,8.72549
cease,9.26,8.72549
cannon,7.9,8.70588
conflict,9.58,8.70588
deer,5.17,8.70588
flu,6.47,8.70588
primary,8.89,8.70588
shrimp,7.11,8.70588
cemetery,7.78,8.68627
balloon,4.37,8.66667
chemistry,9.94,8.66667
fame,7.26,8.64706
harmless,7.7,8.64706
throne,7.28,8.64706
tin,6.79,8.64706
drain,6.26,8.62745
electrical,8.1,8.62745
fold,4.95,8.62745
morgue,10.53,8.62745
rig,8.95,8.62745
setup,8.89,8.62745
distant,8.95,8.60784
tan,7.05,8.60784
briefcase,6.37,8.58824
petty,10.23,8.58824
symbol,7.26,8.58824
vicious,9.53,8.58824
sleepy,3.37,8.56863
comrade,10.38,8.54902
convenient,9.4,8.54902
forbid,8.47,8.54902
increase,7.42,8.54902
raid,9.53,8.54902
solo,7.28,8.54902
tension,9.72,8.54902
burst,7.72,8.52941
curiosity,8.33,8.52941
display,7.72,8.52941
slice,5.69,8.52941
threaten,8.95,8.52941
butcher,7.9,8.5098
candidate,10.39,8.5098
communicate,7.63,8.5098
gallery,8.68,8.5098
invasion,9.33,8.5098
wee,6.39,8.5098
laser,8.67,8.4902
lunatic,9.83,8.4902
rank,9.42,8.4902
robe,6.38,8.4902
compete,6.94,8.47059
drum,4.63,8.47059
kiddo,6.61,8.47059
limo,8.42,8.47059
reference,8.67,8.47059
scar,5.68,8.47059
spill,3.84,8.47059
affection,8.53,8.45098
disappoint,7,8.45098
madness,9.42,8.45098
nickel,5.75,8.45098
resistance,10,8.45098
retirement,9.11,8.45098
tremendous,10.63,8.45098
dizzy,5.5,8.43137
granny,4.22,8.43137
anonymous,10.26,8.41176
haircut,4.05,8.41176
thrill,8.37,8.41176
approval,7.95,8.39216
determine,8.89,8.39216
fry,5.79,8.39216
inn,7.52,8.39216
sequence,10.28,8.39216
courtroom,9.48,8.37255
refrigerator,4.11,8.37255
ceiling,4.75,8.35294
compare,8.57,8.35294
sympathy,8.79,8.35294
wig,5.63,8.35294
bare,5.78,8.33333
cabinet,6.06,8.33333
cane,5.74,8.33333
civilization,10,8.33333
doorbell,5.05,8.33333
indicate,9.74,8.33333
nearby,6.85048,8.33333
formal,10.5,8.31373
jar,5.44,8.31373
plague,9.26,8.31373
emotion,6.37,8.29412
tramp,8.42,8.29412
arrival,8.06,8.27451
footage,9.41,8.27451
fur,5.22,8.27451
misunderstanding,9.15,8.27451
prior,10.63,8.27451
depth,9.72,8.2549
illusion,9.24,8.2549
native,9.2,8.2549
phony,7.58,8.2549
qualified,9.78998,8.2549
residence,9.11,8.2549
smash,4.65,8.2549
cape,6.90377,8.23529
lung,7.16,8.23529
technical,10.5,8.23529
congress,9.05,8.21569
fortunate,10.17,8.21569
harmony,8.79,8.21569
mature,9.25,8.21569
perspective,10.78,8.21569
yacht,10.06,8.21569
canyon,8.39,8.19608
genuine,9.06,8.19608
shield,6.5,8.19608
sixteen,4.80434,8.19608
strings,5.74,8.19608
mademoiselle,10.65,8.17647
autograph,6.89,8.15686
minimum,8.11,8.13725
pad,8.83,8.13725
traditional,10,8.13725
association,10.76,8.11765
courtesy,7.72,8.11765
eastern,8.61,8.11765
panties,5.75,8.11765
scandal,10.83,8.11765
abandon,8.32,8.09804
allergic,7.72,8.09804
belle,10.3673,8.09804
capacity,9.83,8.09804
consciousness,9.74,8.09804
improve,7.47,8.09804
instrument,6.94,8.09804
missy,6.35,8.09804
pony,5.39,8.09804
ski,6.68,8.09804
momma,1.58,8.07843
hose,5.33,8.05882
messenger,7.58,8.05882
mole,7.33,8.05882
versus,8.50231,8.05882
breeze,6.22,8.03922
rash,5.78,8.03922
stream,6.47,8.03922
tray,6.05,8.03922
violet,7.4899,8.03922
ankle,4.89,8.01961
candle,5.37,8.01961
defence,7.84158,8.01961
devoted,9.55,8.01961
disgrace,8.22,8.01961
exception,9.39,8.01961
identification,8.68,8.01961
pale,6.95,8.01961
recover,7.56,8.01961
surgical,10.61,8.01961
worship,7,8.01961
bubble,3.79,8
dreadful,6.78,8
manual,7.57,8
pod,7.95,8
tuna,5.73,8
cooperation,8,7.98039
eternity,8.6,7.98039
grandson,5.89,7.98039
password,8.83,7.98039
rainbow,4.26,7.98039
chapel,6.95,7.96078
depression,10.71,7.96078
dip,7,7.96078
tricky,5.53,7.96078
tuck,5.79,7.96078
aggressive,8.32,7.94118
author,7.1,7.94118
forgiveness,6.68,7.94118
sickness,5.53,7.94118
businessman,9.38,7.92157
skill,6.8,7.92157
whisper,4.26,7.90196
hustle,9.72,7.88235
auntie,4.74,7.86275
ditch,6.22,7.86275
formula,10.47,7.86275
lounge,9.53,7.86275
mere,9.41,7.86275
minus,5.81675,7.86275
accurate,9.44,7.84314
arrow,6.07,7.84314
assist,8.75,7.84314
attic,5.15,7.84314
forehead,5.58,7.84314
groom,7.78,7.82353
saddle,6.42,7.82353
bracelet,5.68,7.80392
disguise,8.67,7.80392
exclusive,10.16,7.80392
shiny,4.32,7.80392
thoughtful,9,7.80392
cue,10.89,7.78431
gossip,9.16,7.78431
hamburger,5.21,7.78431
ox,4.72,7.78431
rack,6.26,7.78431
relative,6.47,7.78431
sausage,6.05,7.78431
soil,6.48,7.78431
dodge,7.74567,7.76471
institution,10.05,7.76471
maximum,7.6,7.76471
vital,10.28,7.76471
addition,5.76347,7.7451
aspirin,7.95,7.7451
bore,8.90728,7.7451
gratitude,8.26,7.7451
liquid,5.83,7.7451
principle,9.68,7.7451
adore,7.95,7.72549
blackmail,10.05,7.72549
rot,7.57,7.72549
rider,6.37,7.70588
risky,8.16,7.70588
shaft,10.17,7.70588
attempted,8.7,7.68627
auto,7.22,7.66667
insanity,7.33,7.66667
sunny,6.17,7.66667
importance,6.8,7.64706
instinct,10.65,7.64706
magician,5.37,7.64706
passage,8.11,7.64706
sub,6.55,7.64706
terminal,9.33,7.64706
content,8.37,7.62745
pickup,7.05,7.62745
zip,5.3,7.62745
belief,7.3,7.60784
exhibit,9.11,7.60784
hush,4.442,7.60784
recipe,6.95,7.60784
spoon,2.5,7.60784
december,5.00682,7.58824
stove,4.32,7.58824
declare,10.74,7.56863
embrace,7.05,7.56863
karate,7.75,7.56863
seed,4.72,7.56863
bass,8.63,7.54902
bold,9.21,7.54902
genetic,10.68,7.54902
peanuts,4.72,7.54902
prep,9.24,7.54902
react,6.67,7.54902
trophy,5.55,7.54902
violation,10.94,7.54902
savings,8.79,7.52941
hunch,8.68,7.5098
bombing,7.74,7.4902
chili,6.61,7.4902
ego,10.89,7.4902
ink,5.16,7.4902
jolly,6.59471,7.4902
ton,7.42,7.4902
umbrella,5.68,7.4902
carriage,5.84,7.47059
float,5.39,7.47059
mobile,8.72,7.47059
stitch,7.39,7.47059
chess,5.37,7.45098
expense,10.72,7.45098
observation,9.32,7.45098
outstanding,7.22,7.45098
potion,7.58,7.45098
advertising,9.95,7.43137
aisle,5.95,7.43137
bathing,3.84,7.43137
concrete,7.44,7.43137
consent,9.95,7.43137
occur,9.74,7.43137
racket,8.2,7.43137
ranger,8.67,7.43137
receipt,8.53,7.43137
shepherd,6.67,7.43137
anchor,5.72,7.41176
income,9.67,7.41176
colored,5.95,7.39216
heel,7.85,7.39216
logical,9.83,7.39216
guidance,8.95,7.37255
monk,10.29,7.37255
prescription,9.22,7.37255
wealthy,7.89,7.37255
brutal,10.17,7.35294
fist,4.58,7.35294
freshman,10.45,7.35294
olive,6.68,7.35294
pirate,6.5,7.35294
regard,10.2,7.35294
tide,6.68,7.35294
achieve,8.53,7.33333
ideal,9.5,7.33333
lobster,7.44,7.33333
puzzle,5.11,7.33333
refer,9.18,7.33333
resident,8.47,7.33333
agenda,9.95,7.31373
balcony,8.1,7.31373
breakdown,10.11,7.31373
casual,9.83,7.31373
melt,5.47,7.31373
suspicion,10.21,7.31373
armor,7.17,7.29412
bizarre,8.53,7.29412
celebrity,8.11,7.29412
panel,9.11,7.29412
sissy,7.4,7.29412
draft,7.58,7.27451
illness,7,7.27451
shitty,10.06,7.27451
boxing,7.16,7.2549
factor,9.72,7.2549
organ,8.72,7.2549
salute,7.42,7.2549
scheme,9.65,7.2549
tick,6.05,7.2549
backyard,3.38,7.23529
dorm,9.89,7.23529
honorable,8.95,7.23529
jewel,6.22,7.23529
bully,6.05,7.21569
honesty,5,7.21569
mutual,8.9,7.21569
presentation,9.5,7.21569
rally,10.75,7.21569
annual,9.26,7.19608
integrity,10.72,7.19608
notify,9.89,7.19608
scrambled,5.61,7.19608
wooden,5.89,7.19608
bounty,9.35,7.17647
demonstration,10.11,7.17647
glen,10.687,7.17647
rely,9.32,7.17647
reserve,10.22,7.17647
cheek,5.06,7.15686
folk,8.19,7.15686
gracious,8.5,7.15686
savage,10.05,7.15686
amongst,9.01385,7.13725
disorder,8.78,7.13725
fuss,5.5,7.13725
jaw,5.33,7.13725
occasionally,9.60662,7.13725
substance,9.68,7.13725
calendar,5.89,7.11765
carnival,6.95,7.11765
confusion,9.94,7.11765
jelly,4.11,7.11765
weigh,6.62,7.11765
fatal,9.05,7.09804
harsh,10.38,7.09804
hysterical,10.94,7.09804
inspiration,10.67,7.09804
medium,7.67,7.09804
northern,7.95,7.09804
submarine,7.94,7.09804
bam,5.5,7.07843
haul,7.58,7.07843
ridge,8.84,7.07843
strain,8.63,7.07843
cooler,6.11,7.05882
expose,10.68,7.05882
gag,7.58,7.05882
herd,7.74,7.05882
memorial,8.32,7.05882
soviet,10.2,7.05882
elder,7.67,7.03922
nowadays,8.60889,7.03922
pursuit,10.44,7.03922
compromise,9.1,7.01961
congratulate,9.57,7.01961
cord,6,7.01961
guardian,9.44,7.01961
length,6.05,7.01961
mule,5.65,7.01961
narrow,7.57,7.01961
sting,6.21,7.01961
strict,7.56,7.01961
fax,9.68,7
lonesome,8.17,7
plead,10.22,7
automatic,9,6.98039
relaxed,7.63,6.98039
tobacco,7.39,6.98039
nun,8.39,6.96078
originally,8.45969,6.96078
satisfaction,9.53,6.96078
shelf,5.5,6.96078
grease,7.33,6.94118
hobby,7.44,6.94118
household,7.56,6.94118
moonlight,5.5,6.94118
stud,10.78,6.94118
tolerate,10.45,6.94118
volume,6.35,6.94118
cleaner,5.76,6.92157
convincing,7.58,6.92157
geek,8.4,6.92157
crab,5.28,6.90196
fountain,7.17,6.90196
myth,8.61,6.90196
pervert,9.84,6.90196
resort,9.28,6.90196
speaker,6.11,6.90196
bolt,7.28,6.88235
currently,8.22118,6.88235
domestic,10.55,6.88235
gravity,8.39,6.88235
label,6.1,6.88235
pledge,7.17,6.88235
razor,7.11,6.88235
teenager,7.22,6.88235
yea,6.31763,6.88235
chow,7.89,6.86275
clamp,10.89,6.86275
clearance,8.95,6.86275
dispatch,11,6.86275
eager,8.5,6.86275
echo,8,6.86275
eighth,6.05121,6.86275
electronic,7.3,6.86275
messy,5.05,6.86275
slick,9.3,6.86275
sorrow,8.42,6.86275
teenage,6.94,6.86275
bean,3.42,6.84314
maintenance,10.5,6.84314
mug,5.15,6.84314
plea,8.42,6.84314
shovel,6.28,6.84314
attraction,9.61,6.82353
hardware,8.63,6.82353
swan,6.31763,6.82353
conscious,10.7,6.80392
jackass,10,6.80392
pose,7.89,6.80392
sensible,8.78,6.80392
nickname,6.5,6.78431
troubled,7.21,6.78431
anxiety,8.17,6.76471
loop,7.22,6.76471
lottery,9.33,6.7451
med,9.5,6.7451
obligation,10.95,6.7451
painter,5.6,6.7451
psych,10.11,6.7451
remaining,7.28,6.7451
theft,8.11,6.7451
driveway,5.78,6.72549
woo,10.88,6.72549
feast,7.81,6.70588
logic,10.58,6.70588
negotiate,10.85,6.70588
preacher,6.11,6.70588
rabbi,8.88,6.70588
rarely,9.464,6.70588
sponge,5,6.70588
january,5.51836,6.68627
lodge,8.26,6.68627
scissors,4.5,6.68627
leap,5.53,6.66667
enforcement,9.83,6.64706
galaxy,7.67,6.64706
urge,9.11,6.64706
disagree,8.37,6.62745
disk,7.47,6.62745
dot,4.33,6.62745
element,10.5,6.62745
endless,8.89,6.62745
feather,4.67,6.62745
greedy,7.53,6.62745
gypsy,8.95465,6.62745
inappropriate,10.16,6.62745
bicycle,4.26,6.60784
democracy,10.17,6.60784
frequency,9.79,6.60784
funds,9.21633,6.60784
jeans,5.26,6.60784
